,x
0,0.037860525613317327
1,1.0565338767358705
2,-1.41987490133363
3,-1.3929068913452212
4,0.4513038291859146
5,-2.1675330857949056
6,-1.4958802186746087
7,0.6177283318161542
8,1.0703194874984665
9,-1.6850498764435557
10,1.0769335488671896
11,-0.5070592929277861
12,-0.7383640829161897
13,0.5503366006766471
14,-0.7382082344128975
15,0.3918724295732283
16,-0.7210213795685912
17,0.6815461788088026
18,0.41372263658375386
19,-0.3693865500177129
20,0.025566648471455677
21,-0.14690690924180327
22,0.493010575146249
23,-0.438336631849784
24,-1.5514575057918507
25,1.1711924751800045
26,1.0391758993779736
27,-1.2427780905466546
28,0.44447912186821587
29,-0.23366257941440272
30,1.28580319669146
31,-1.7517378328367252
32,0.7281810261769843
33,-0.14145622715709535
34,0.386762080572959
35,-1.2164552574327412
36,0.495350170066613
37,-0.6847783493356777
38,1.5351485221645693
39,-0.6986525559144161
40,0.3024313649876569
41,0.46049051963078724
42,-1.8780083978804674
43,0.791401934697547
44,0.6931425140476857
45,-1.55476908593304
46,-0.06734375521057356
47,-0.9847561684772541
48,1.8605683328096163
49,-2.3360285344241127
50,1.046586623687304
51,-0.8499488278714287
52,0.2975102931718993
53,-0.3437833977930046
54,0.747973662681684
55,-1.0521762919036513
56,-0.05420653154654809
57,0.5098388412187277
58,-0.5629032079317067
59,1.4692095724732979
60,-1.3869097558758288
61,0.6708068364476067
62,-0.5598724667681071
63,1.2874582673025685
64,-0.8845672613848884
65,1.0192633687431276
66,1.8771941027122583
67,-3.0859016712604133
68,2.3267928861625675
69,-0.773837202403809
70,0.728094671262873
71,-1.08982924629423
72,0.7727716618303135
73,0.9066758553139727
74,-0.3338396940373326
75,-1.2032101618552895
76,0.5667628335144707
77,-1.4514906269644277
78,-1.3141889439459802
79,-0.42493333852059934
80,-1.2236872797763612
81,-0.8086848967645286
82,-0.25371775907633276
83,1.6140230541286877
84,-2.9354621150282636
85,0.6714735455220389
86,-0.5539894400841061
87,1.6453822958904045
88,-1.0777398858149594
89,2.415022087917775
90,-2.5200609872677413
91,2.234744962171062
92,-0.3124363809841336
93,0.09867055651172363
94,1.5623048727002524
95,-0.7145672967249038
96,1.6165071862882683
97,-0.926888325924883
98,-0.06683188515381977
99,-0.7255389964648393
100,0.35621541168621623
101,-0.5116839355195755
102,-0.5932607362886917
103,0.3081611276911862
104,-0.34916214909837223
105,-1.7711776431483088
106,0.12693714007278978
107,0.21390438498718928
108,-1.6054354556486052
109,0.1774466294286191
110,-0.43521755228855874
111,-0.18388467250909732
112,0.36026567745423915
113,0.7472291228992005
114,-0.8564895454647763
115,-0.7729274558582038
116,-0.32156833775843074
117,0.46775233189256504
118,0.03183368577497969
119,-0.8676314153278449
120,0.3064880413357596
121,0.14798879053756628
122,-3.2535805244662876
123,1.6015528694088093
124,-0.7770950006288521
125,1.3416837123551941
126,-0.777271087869466
127,0.32166447402674864
128,-2.501017123525682
129,0.600905737249918
130,-0.8751498129260258
131,-1.2278575629334936
132,-0.47140747387789295
133,-0.8845139282215416
134,0.2298682137332966
135,1.366154110367912
136,-0.605276949344072
137,0.6086152445280908
138,-0.7046775017808966
139,0.4650376641233479
140,-0.512703270278817
141,-0.8394538797205007
142,-1.0257548551826856
143,0.3088504762293265
144,0.3316589880457601
145,-0.583963803068617
146,0.4886233581600502
147,-0.7576587190918983
148,0.7675917907117022
149,-1.3183096751105827
150,0.2665943686358996
151,-0.612438005612794
152,-0.3747832692871802
153,0.270652203733425
154,1.5037776315165234
155,-0.880231379056454
156,-0.2649512585077951
157,-0.19006319636235391
158,-0.4884416688393437
159,1.4000234271284482
160,-0.31745189056240486
161,-0.6985954201132368
162,-0.39444724333634085
163,-1.1464448884686838
164,0.6009554866699374
165,-0.628377427569059
166,-0.01604612695007919
167,1.1169306122668807
168,-2.7398624785867556
169,0.9855267388209656
170,0.22332751818743446
171,-0.9327488298990165
172,-0.13562970483507786
173,-0.17883935180726557
174,-0.8527704362779176
175,-0.4959873175523469
176,-2.3879470553947604
177,1.2234654342286
178,0.11404404675328439
179,-0.8191782140450754
180,-1.1344163351620864
181,2.162931256657978
182,-1.7500694876339284
183,-0.5365264367262764
184,-1.381523117401319
185,-0.4073601334489312
186,-0.1895248551985752
187,-0.46674941686317634
188,-1.6107492080938564
189,1.361232147712246
190,-0.5146550873782986
191,-0.221996513327088
192,-0.8551328670171692
193,-0.25208451999690373
194,-0.24237214959487546
195,-0.8550852891635757
196,-1.1065397508060941
197,1.3273784668320157
198,-2.3167137462423515
199,0.5317845642738871
200,-0.35715139029602666
201,2.5020029259427243
202,-2.430768438665334
203,1.4272848481858682
204,-0.36756846677230776
205,-0.5131389569775372
206,0.4299481050504273
207,-0.9954672203561974
208,0.7988929814086831
209,0.32730839346316076
210,-0.5125966109611203
211,-0.016962049529720524
212,-0.9147241084834814
213,0.01817575421519324
214,-1.7702203249649437
215,1.1062720389229816
216,-2.450804965485473
217,0.028377383250636212
218,1.456602176720307
219,-2.540641328474969
220,-0.10166143220551027
221,0.19991099145756389
222,-0.8074921247763908
223,0.19538092752431704
224,-0.7591171772807731
225,-1.1110729384884772
226,1.4309185061354102
227,-1.7423860585626643
228,0.20661491523386133
229,0.21155425328257338
230,-1.2460893541861948
231,-0.15163828950114366
232,1.2423397808092191
233,-1.7197459082099762
234,-0.09863548357728491
235,-0.2996637236382614
236,0.3191347494185997
237,0.5232024892337491
238,0.9228741738686556
239,1.0454515116924974
240,1.872412964146918
241,-0.30772683545011925
242,0.8807632949407214
243,0.022030187979514546
244,0.043778467570539784
245,0.3365724370121371
246,1.0457046633039586
247,-1.3377873620100709
248,1.136922138424644
249,0.7064208306288667
250,-1.4778202284075386
251,0.38964933942045066
252,0.15489022222451954
253,0.27153816568700306
254,0.031458161730102796
255,-0.7508443804029651
256,2.3408475909860904
257,-1.6998955902237962
258,-0.30778127239228026
259,-1.1043304771603517
260,2.3400509937618925
261,-2.3729472644685727
262,2.0440602771499914
263,-1.7400378797268026
264,-0.9031558815823948
265,0.9536164355428406
266,-0.2978704741106841
267,-0.5327348844004592
268,1.2950267563352487
269,0.8594283707320732
270,-0.260811084317591
271,0.43457352045932357
272,1.0893923237482952
273,-1.0174272861168463
274,1.9679074914408492
275,-1.1588356562236117
276,2.413578045545579
277,-1.5002707457937745
278,1.930116941933031
279,-0.2985371121719498
280,-0.49513464077580643
281,0.3194910642469626
282,-0.5480727143289499
283,0.9782035551697061
284,-1.2029687294897555
285,2.3292008265950512
286,-1.7344041471770097
287,-0.6500988369954688
288,0.3621727363286832
289,1.3552704314524338
290,-2.3005126472810034
291,0.4366027791822047
292,-0.9393066011812792
293,0.9133495996491147
294,1.410862744054469
295,-2.581817801335937
296,2.388422676188381
297,-0.330459429518591
298,-0.4276713684841379
299,-0.003259316895066311
300,0.3776630176329807
301,1.1555011736986112
302,-0.4506100302018429
303,-0.23483722079416863
304,2.1317531314147615
305,-0.913368968306525
306,-0.16749349717200201
307,-0.2904229900090346
308,1.064295862522854
309,0.03891726802519413
310,0.32018015195908067
311,-0.22495357935538612
312,0.09265220895140003
313,0.4302389078504505
314,-0.6961757249175882
315,1.9049076050974405
316,-0.39662131923880906
317,-0.11030977920618723
318,0.16152069494689353
319,-0.2543604593024212
320,-0.9393410022567259
321,2.074688017844444
322,-1.4118520972215134
323,-0.2070069563732817
324,0.6336429664668841
325,-0.7155668897447356
326,-0.5847539218517661
327,-0.5489025500052419
328,-0.9825466813915041
329,-0.10960908265327901
330,-1.4369597253199808
331,1.3950370045588576
332,-0.4450442964343765
333,-1.0606988752311062
334,0.7156308405137595
335,0.790572289551602
336,0.2803693535753333
337,-1.0750318466355768
338,0.28858357235750476
339,-0.965999916844924
340,-0.03929094663558802
341,0.9905128101147953
342,-1.363085163145491
343,1.2512162229855308
344,-2.416394375404877
345,2.4370622199981966
346,-2.6765876682081546
347,1.7940249515658095
348,-0.9271515446407016
349,0.4854643224867262
350,-1.4389341363372259
351,-0.0979374239996964
352,0.7532424697333137
353,-1.9726235632161933
354,-0.4447880983886008
355,-0.5888164700845229
356,0.7717821045594577
357,-1.8068878279026546
358,0.9409446383082345
359,-0.4292336791999742
360,2.4093148340479194
361,0.1058265258221831
362,-0.8603408925757662
363,0.9459442709767854
364,0.5701003109852907
365,-0.5194975480831496
366,0.0030567819635298754
367,-0.27291706472530197
368,-0.15706595143789914
369,0.004655422123457541
370,0.5347606460687752
371,-0.9655416576113797
372,0.07812229827023687
373,-1.0483433847438315
374,-0.38409147587192893
375,-0.9742539747491197
376,0.631371360863998
377,-0.8542388043018679
378,0.1172085376858972
379,1.8693334677027365
380,-0.11736256480029983
381,-0.23965603810791297
382,-0.06746500266044275
383,-2.2638331785552626
384,0.5825144565363538
385,0.7935751854879336
386,-0.7148332882154753
387,-0.587808602269921
388,1.6454371055738286
389,-0.4101598364690947
390,-0.19019298840726045
391,1.6171490732366633
392,-1.5817755683583936
393,1.670783337601852
394,-0.7198154990811988
395,0.35203598914850776
396,0.6453287502213474
397,0.46885697405909355
398,-0.4301868570578699
399,0.9056355267993804
400,-0.2893234318031816
401,-1.1626062070399537
402,1.3397588212023468
403,0.5216239558792974
404,-1.6552900365483403
405,2.547616672663307
406,-2.7951164871815575
407,1.6892276641437596
408,-0.9927954745560589
409,-0.9883642421227928
410,1.5527476841472603
411,0.8056367205128263
412,0.15011075327065526
413,0.3448561029903605
414,1.4138388361781034
415,-1.6997711446387411
416,0.17913683960893745
417,0.10289871404359671
418,-0.7354143764549708
419,1.2745016590027238
420,-1.0524773490798134
421,-0.95569518028532
422,1.632263623011117
423,-0.4191553802314085
424,-1.1882684410216884
425,1.8083497165203606
426,-0.3117018528626604
427,0.0304217324936195
428,0.9905593865749619
429,-0.7229957970576726
430,1.3928345487767255
431,-2.318119690836799
432,0.26555774852287906
433,1.3562723647667734
434,-1.8922834940089244
435,-0.4738002938491527
436,1.2324268177770688
437,-1.6340434080916157
438,1.4596655229385678
439,-0.6267889141477005
440,1.3322963260306615
441,-1.2685320666890132
442,2.7530881845782416
443,-2.8363282476725313
444,2.39387051113548
445,-1.8821349475754772
446,-0.3196655661454284
447,-1.2551398745967761
448,0.2213186354451659
449,-1.1894086151124963
450,0.3853955478148041
451,-1.6870878398130376
452,-0.5120299912741647
453,0.5408186179587393
454,-1.399677163251125
455,-0.2230258459117399
456,-1.6265333703439624
457,-0.39653920123642594
458,0.05857670922919664
459,-0.17311010283993572
460,1.02070861437222
461,-1.7321207533834242
462,1.4554590514477261
463,-1.64799224500511
464,1.9889938915978504
465,-1.449427057080677
466,1.71525902225005
467,-0.3107858575100629
468,-0.32648053184249265
469,-0.9569159223875388
470,0.2435603215782448
471,0.24642246295551606
472,0.5708157351671744
473,0.04359770836981347
474,-1.0853316195838578
475,0.5804052853894787
476,1.0276848783032957
